Question,Section,path,n_gold,known_gold_bug,n_sparql,match
Can you tell me about the techniques used to detect DropBook?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
What types of safeguards are typically outsmarted by BendyBear tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
What kind of platform is Redundant Access most commonly associated with?,intra_relationship,x_mitre_platforms,2,False,2,True
"What is the primary type of malware used by the Operation Dust Storm, namely backdoors or ransomware?",single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,4,False,4,True
What types of targets do Zen and ObliqueRAT usually seek to infect?,common_and_differences,is_malware_type<SEP>select Zen ObliqueRAT<SEP>uses_attack_pattern<SEP>targets<SEP>exec_difference x_mitre_asset,9,False,9,True
Where does Cachedump typically exert its influence?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,1,False,1,True
Which platform serves as the primary focus for Network Service Discovery attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
What types of platforms or devices are the Evilnum tactics and methods primarily intended to target?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,4,False,4,True
For which platform is Spearphishing Attachment primarily intended?,intra_relationship,x_mitre_platforms,6,False,6,True
"What is the primary difference between Get2 and Industroyer2 in terms of their attack methods, particularly with regards to DDoS attacks?",entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select Get2 Industroyer2,2,False,2,True
What types of safeguards are typically outsmarted by MoonWind tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What countermeasure can be taken to minimize the effects of DEATHRANSOM on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,16,False,16,True
What defensive strategy is most effective in mitigating the risks associated with COATHANGER?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,40,False,40,True
Which type of PoisonIvy is more likely to employ DDoS attacks in its attack strategy?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select PoisonIvy Pteranodon,2,False,2,True
What are the typical behaviors associated with the QUADAGENT?,single_hop_not_filter,uses_attack_pattern,23,False,23,True
What strategy should be implemented to prevent the spread of XLoader for Android?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,20,False,20,True
What crucial step can be taken to prevent the installation of StreamEx on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What kind of behavior is characteristic of the Linux Rabbit?,single_hop_not_filter,uses_attack_pattern,10,False,10,True
How can organizations protect themselves against SQL Injection-based malware attacks?,multihop_no_entity,is_malware_type<SEP>filter SQL<SEP>uses_attack_pattern<SEP>mitigated_by,24,False,24,True
Which key approach helps to neutralize the impact of SharpStage on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,26,False,26,True
What domains does Remcos primarily operate in?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,6,False,6,True
What platform is NTFS File Attributes specifically tailored for?,intra_relationship,x_mitre_platforms,1,False,1,True
What kinds of protection do Starloader techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
How does the Seasalt behave?,single_hop_not_filter,uses_attack_pattern,16,False,16,True
What techniques does Control Panel Items use to bypass security measures?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What essential technique is used to combat the malicious activities of Sardonic?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
What are the various names used to refer to the Sharpshooter group?,intra_relationship,aliases,1,False,1,True
Which platform serves as the primary focus for Network Device CLI attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
Can you identify the security measures that techniques used by the Rocke can evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,10,False,10,True
What techniques does System Firmware use to evade detection and remain active?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What type of behavior is typical for the Desert Scorpion?,single_hop_not_filter,uses_attack_pattern,24,False,24,True
Which types of defenses are typically circumvented by China Chopper methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What are the various monikers used to identify the UNC788 group?,intra_relationship,aliases,1,False,1,True
What essential technique is used to combat the malicious activities of WINDSHIELD?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,11,False,11,True
What security measures are unable to prevent Access Token Manipulation?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What type of defense Net can evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
How can one determine if a computer has been infected with RegDuke?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,19,False,19,True
What approach does the BackdoorDiplomacy typically use to carry out its operations?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
What platforms are commonly associated with the ALLANITE attacks and their techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
On which platform is Gather Victim Host Information designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
"What type of malware, specifically a backdoor or ransomware, is associated with the APT34?",single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,1,False,1,True
How do DCSrv tactics avoid detection by security systems?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
How do Flame tactics avoid detection by security systems?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What type of defense Brute Ratel C4 can evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,9,False,9,True
Can you tell me about the techniques used to detect LIGHTWIRE?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,11,False,11,True
What actions does the ROKRAT take?,single_hop_not_filter,uses_attack_pattern,37,False,37,True
Which key approach helps to neutralize the impact of OSX/Shlayer on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,36,False,36,True
Which types of defenses are typically circumvented by ProLock methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
On which platform is Location Tracking designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
What defense mechanisms are vulnerable to exploitation by Disabling Security Tools?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
Which security protocols are often bypassed by ZIPLINE exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
What is the purpose of Process Discovery?,intra_relationship,x_mitre_tactic_type,1,False,1,True
How does the cmd achieve its purpose?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
In what environment does Empire become active?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,9,False,9,True
What types of safeguards are typically outsmarted by GreyEnergy tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,8,False,8,True
How does the Monokle function?,single_hop_not_filter,uses_attack_pattern,34,False,34,True
What is the primary behavior of the Pillowmint?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
What platforms are commonly associated with the Earth Lusca attacks and their techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,6,False,6,True
What are the primary objectives of BLINDINGCAN and DropBook in terms of their targets?,common_and_differences,is_malware_type<SEP>select BLINDINGCAN DropBook<SEP>uses_attack_pattern<SEP>targets<SEP>exec_difference x_mitre_asset,2,False,2,True
"What types of defenses or security systems can Domain or Tenant Policy Modification compromise, disable, or bypass?",intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What security features do RDFSNIFFER methods frequently undermine?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What proactive measure can be taken to protect against WINERACK attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,18,False,18,True
What is the typical behavior of NotCompatible versus NetTraveler when it comes to launching DDoS attacks?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select NotCompatible NetTraveler,2,False,2,True
On which platform is Access Calendar Entries typically deployed or executed?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the intention behind Compromise Software Dependencies and Development Tools?,intra_relationship,x_mitre_tactic_type,1,False,1,True
Which key approach helps to neutralize the impact of DroidJack on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,9,False,9,True
In what ways do MirageFox techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
Which security protocols are often bypassed by Conficker exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
How does the NETWIRE behave?,single_hop_not_filter,uses_attack_pattern,48,False,48,True
What type of behavior is typical for the DroidJack?,single_hop_not_filter,uses_attack_pattern,8,False,8,True
Which defense certutil can be circumvented?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What is the primary behavior of the LitePower?,single_hop_not_filter,uses_attack_pattern,11,False,11,True
What kinds of protection do TEARDROP techniques usually sidestep?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What is the APT-C-36's preferred method of operation?,single_hop_not_filter,uses_attack_pattern,9,False,9,True
How can one determine if a computer has been infected with Anchor?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,27,False,27,True
Explain the concept of Ransomware and its implications.,single_hop_relationship_filter,is_malware_type<SEP>filter ransomware<SEP>description,78,False,78,True
What steps should be taken to counteract the tactics used by BlackOasis?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,6,False,6,True
What was the last known activity time for C0011?,intra_relationship,last_seen,1,False,1,True
What security features are bypassed by Modify Registry?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What key component of cybersecurity helps to prevent and mitigate the attacks of Tomiris?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,16,False,16,True
Which types of defenses are typically circumvented by P8RAT methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What strategy should be implemented to prevent the spread of PyDCrypt?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,21,False,21,True
