Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
What are the necessary steps to take in order to identify the methods employed by Operation Wocao?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
Give me a summary of BUBBLEWRAP campaigns that have been reported in the past year.,<PATH>used_by_campaign</PATH>,multi_hop_relationship,used_by_campaign,multi_hop_relationship||used_by_campaign,multi_hop_relationship||used_by_campaign
What are the necessary steps to remediate the methods employed by Dok?,<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
What are the network domains that the Bumblebee uses to carry out its attack?,<PATH>uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains
Does Socksbot qualify as ransomware?,<PATH>description<SEP>filter ransomware</PATH>,multi_hop_relationship,description<SEP>filter ransomware,multi_hop_relationship||description<SEP>filter ransomware,multi_hop_relationship||description<SEP>filter
How can we mitigate the impact of Pteranodon methods?,<PATH>uses_attack_pattern<SEP>detects</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects,multi_hop_relationship||uses_attack_pattern<SEP>detects
What platforms are at risk due to the presence of trojan malware?,<PATH>is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,multi_hop_relationship,is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern<SEP>x_mitre_platforms,multi_hop_relationship||is_malware_type<SEP>filter trojan<SEP>uses_attack_pattern<SEP>x_mitre_platforms,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern<SEP>x_mitre_platforms
Which attack pattern is commonly linked to the asset impacted by the VERMIN?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What essential asset is frequently the target of attacks perpetrated by malware operated by Rancor?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
What are the primary domains that the Nidiran leverages to execute its malicious activities?,<PATH>uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains,multi_hop_relationship||uses_tool<SEP>uses_attack_pattern<SEP>x_mitre_domains
"What methods do worms typically employ, particularly those attributed to APT-C-36?",<PATH>uses_malware<SEP>filter worm<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter worm<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter worm<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
Which valuable resource is often the primary objective of attacks launched by TRITON?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
"What are the primary objectives of Bazar, and how can they be detected and prevented?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
Can Execution Prevention help reduce the risk of ransomware attacks?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
"What type of malware is BACKSPACE, specifically a worm?",<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
What tool was chosen by the group responsible for the operation Operation Dust Storm?,<PATH>attributed_to<SEP>uses_tool</PATH>,multi_hop_relationship,attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool
"What are the primary objectives of Trojan-SMS.AndroidOS.FakeInst.a, and what kind of harm can they cause?",<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_tactic_type
What essential asset is often the main objective of the malicious operations conducted using malware associated with the Soft Cell campaign?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>targets
Does the backdoor feature of SLIGHTPULSE enable unauthorized access to a system?,<PATH>description<SEP>filter backdoor</PATH>,multi_hop_relationship,description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter backdoor,multi_hop_relationship||description<SEP>filter
What tools and techniques have been used by the group that perpetrated the operation Maroochy Water Breach?,<PATH>attributed_to<SEP>uses_tool</PATH>,multi_hop_relationship,attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool,multi_hop_relationship||attributed_to<SEP>uses_tool
What tactics can be employed to counter the malware attacks associated with APT30 campaigns?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by
Which assets are typically vulnerable to Cerberus attacks?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
How does BackdoorDiplomacy utilize ransomware in their attacks?,<PATH>uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter ransomware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>filter<SEP>uses_attack_pattern
Can Password Filter DLL Mitigation be used to close a backdoor?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
In what areas of remediation should we focus to counter the methods employed by CORALDECK?,<PATH>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains
Which detection techniques are necessary to identify the malware tactics used by Dragonfly?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>detected_by
Which malicious activities specifically target the key assets affected by RTM?,<PATH>uses_malware<SEP>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern<SEP>targets
Does Graphical User Interface Mitigation eliminate the risk of a backdoor?,<PATH>mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor</PATH>,multi_hop_relationship,mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter backdoor,multi_hop_relationship||mitigates<SEP>used_by_malware<SEP>description<SEP>filter
What remediation domains are essential for addressing the techniques employed by VBShower?,<PATH>uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains,multi_hop_relationship||uses_attack_pattern<SEP>detected_by<SEP>x_mitre_domains
What is the typical attack pattern used by malware in the context of SolarWinds Compromise?,<PATH>uses_malware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,uses_malware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern,multi_hop_relationship||uses_malware<SEP>uses_attack_pattern
"What techniques, including TFTP Boot, do ransomware attacks often involve?",<PATH>used_by_malware<SEP>description<SEP>filter ransomware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter ransomware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
"What are the required countermeasures to address the tactics, techniques, and procedures (TTPs) of DarkVishnya?",<PATH>uses_attack_pattern<SEP>detected_by</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by,multi_hop_relationship||uses_attack_pattern<SEP>detected_by
What malware attack method is frequently utilized by Chinese groups engaged in Operation Sharpshooter?,<PATH>attributed_to<SEP>filter china or chinese<SEP>uses_malware<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,attributed_to<SEP>filter china or chinese<SEP>uses_malware<SEP>uses_attack_pattern,multi_hop_relationship||attributed_to<SEP>filter china or chinese<SEP>uses_malware<SEP>uses_attack_pattern,multi_hop_relationship||attributed_to<SEP>filter<SEP>uses_malware<SEP>uses_attack_pattern
What types of cyber attacks are known to target the assets compromised by the PHOREAL in order to cause maximum damage?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
What is the most effective way to prevent Dylib Hijacking?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
What are the methods of wiper's operation?,<PATH>is_malware_type<SEP>filter wiper<SEP>uses_attack_pattern</PATH>,multi_hop_relationship,is_malware_type<SEP>filter wiper<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter wiper<SEP>uses_attack_pattern,multi_hop_relationship||is_malware_type<SEP>filter<SEP>uses_attack_pattern
Which approach is most effective in preventing the malware attacks launched by SideCopy groups?,<PATH>is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by</PATH>,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by,multi_hop_relationship||is_responsible<SEP>uses_malware<SEP>uses_attack_pattern<SEP>mitigated_by
Which types of malicious activities are typically associated with the assets affected by the Skeleton Key?,<PATH>uses_attack_pattern<SEP>targets</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets,multi_hop_relationship||uses_attack_pattern<SEP>targets
How can Unused/Unsupported Cloud Regions be effectively neutralized?,<PATH>mitigated_by</PATH>,multi_hop_relationship,mitigated_by,multi_hop_relationship||mitigated_by,multi_hop_relationship||mitigated_by
Is QUIETEXIT essentially synonymous with spyware?,<PATH>description<SEP>filter spyware</PATH>,multi_hop_relationship,description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter spyware,multi_hop_relationship||description<SEP>filter
Does the Pasam qualify as a worm?,<PATH>description<SEP>filter worm</PATH>,multi_hop_relationship,description<SEP>filter worm,multi_hop_relationship||description<SEP>filter worm,multi_hop_relationship||description<SEP>filter
"What are the primary data sources that Thrip uses to launch its attacks, and can you provide a detailed explanation of these sources?",<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,multi_hop_relationship,uses_attack_pattern<SEP>x_mitre_data_sources,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_data_sources,multi_hop_relationship||uses_attack_pattern<SEP>x_mitre_data_sources
What type of Man in the Browser is commonly associated with spyware?,<PATH>used_by_malware<SEP>description<SEP>filter spyware</PATH>,multi_hop_relationship,used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter spyware,multi_hop_relationship||used_by_malware<SEP>description<SEP>filter
