Question,Path,Section
What approach is neutralized through the adoption of the Domain Trust Discovery Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter
What is the primary focus domain of the framework used by the Denis?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What security measures are circumvented by the techniques addressed in the Email Collection Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What is the platform of choice for the framework used by the Smoke Loader?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
In what ways do the Taint Shared Content Mitigation techniques counteract the malicious effects of malware?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What program is typically employed by the AvosLocker?,<PATH>uses_tool</PATH>,single_hop_not_filter
Which program component is used by the SilkBean to facilitate its malicious operations?,<PATH>uses_tool</PATH>,single_hop_not_filter
In what ways do the DLL Search Order Hijacking Mitigation techniques counteract the malicious effects of malware?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What system is most susceptible to the Debugger Evasion?,<PATH>targets</PATH>,single_hop_not_filter
Describe the different phases of the kill chain that Wiarp uses to compromise systems.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
Which defense Lslsass can be outmaneuvered by?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What are the typical kill chain phases of LiteDuke infections?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What system does the Insecure Third-Party Libraries usually affect?,<PATH>targets</PATH>,single_hop_not_filter
What security defenses are bypassed by techniques used by the Operation Wocao?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What is the malware of choice for the C0018?,<PATH>uses_malware</PATH>,single_hop_not_filter
Which domains are the primary targets of techniques that can be mitigated through Multilayer Encryption Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What is the main target of the Upload Malware in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
Break down the various phases of the kill chain that the Akira uses to execute its malicious activities.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What is the primary target domain of the framework employed by the Tiktok Pro?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What methods can be employed to identify the techniques used by the VBShower?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What program does the Caterpillar WebShell utilize?,<PATH>uses_tool</PATH>,single_hop_not_filter
What application is often exploited by the Derusbi to gain unauthorized access?,<PATH>uses_tool</PATH>,single_hop_not_filter
Outline the kill chain phases that Elise exploits to gain control.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What piece of software enables the SharpDisco to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter
What is the key application used by the C0015 to achieve its desired outcomes?,<PATH>uses_tool</PATH>,single_hop_not_filter
What data is used to inform the User Training that mitigates the effects of these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What do hackers usually aim to accomplish with Allwinner?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What are the ways to detect the techniques used by the CallMe?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
Which platforms are the primary targets of the software used by the Saint Bot?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Outline the kill chain phases that Olympic Destroyer exploits to gain control.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What objectives do OldBoot typically pursue?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What is the platform of choice for the framework used by the Valak?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
How can the detection of the techniques used by the OldBoot be improved?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What security protocols should be put in place to prevent and respond to Unix Shell?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What is the target architecture of the framework employed by the BackConfig?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What type of infrastructure is the Web Portal Capture directed against?,<PATH>targets</PATH>,single_hop_not_filter
What kind of system is vulnerable to the Mshta?,<PATH>targets</PATH>,single_hop_not_filter
Can we pinpoint the exact sources of Zen's behavioral patterns?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What framework is characteristic of the Wizard Spider?,<PATH>uses_tool</PATH>,single_hop_not_filter
What are the ways to detect the techniques used by the Winnti for Windows?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
Which security protocols are often bypassed by Flame exploits?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What are the ways to detect the techniques used by the LookBack?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What actions does the DealersChoice take?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What are the best practices for preventing and responding to Engineering Workstation Compromise?,<PATH>mitigated_by</PATH>,single_hop_not_filter
How can the detection of the techniques used by the Lokibot be improved?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What technique does the Inception employ?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
Can you outline the kill chain phases associated with the techniques detected by the Cloud Storage Creation?,<PATH>detects<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What objectives do BlackEnergy 3 typically pursue?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter
What tool is used by the GeminiDuke to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter
How do the data sources of Thrip's attacks contribute to their malicious activities?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What types of devices are commonly infected by the malware associated with the Volt Typhoon?,<PATH>uses_malware<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What system does the CMSTP usually affect?,<PATH>targets</PATH>,single_hop_not_filter
What programmatic component is used by the BUBBLEWRAP to execute its malicious activities?,<PATH>uses_tool</PATH>,single_hop_not_filter
What domain does the framework used by the DEFENSOR ID typically target?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
How does the Meteor function?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What platforms are primarily affected by the Social Media technique?,<PATH>detects<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
In what ways do techniques used by the TEMP.Veles compromise the effectiveness of various security defenses?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What is the main target of the Network Traffic Capture or Redirection in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
What is the main platform associated with the framework employed by the UNC788?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What piece of software enables the Heyoka Backdoor to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter
On what platform does the framework used in the Fysbis operate effectively?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the distinguishing characteristics of the DragonOK?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What systems or networks is the Data Encrypted designed to compromise?,<PATH>targets</PATH>,single_hop_not_filter
Identify the different phases of the kill chain that are commonly used by the Lotus Blossom in its cyber attacks.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter
What is the typical target platform for the User Account Metadata technique?,<PATH>detects<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
"What are the techniques used by the Waterbear to evade detection, and how can they be identified?",<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What is the main target of the Impersonation in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter
What is the intended platform of the framework used by the CARROTBAT?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the key factors that influence FLIPSIDE's behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
What domain does the utility associated with the C0021 aim to target?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
What platforms do the techniques employed by the FIN10 typically target?,<PATH>uses_attack_pattern<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the security measures that are typically outsmarted by the techniques detected by the Cloud Service Disable?,<PATH>detects<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
What platforms does the Octopus software usually target?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What platforms are the software used by the BOULDSPY designed to compromise?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What system is most susceptible to the I/O Module Discovery?,<PATH>targets</PATH>,single_hop_not_filter
What domains are the focal points of the software used by the macOS.OSAMiner?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter
On what platform does the framework used in the Goopy operate effectively?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
In what order do the techniques covered by the Scheduled Transfer Mitigation mitigate the attack kill chain?,<PATH>mitigates<SEP>kill_chain_phases</PATH>,single_hop_not_filter
On which platform is the framework employed by the Kasidet typically designed?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What tool is used by the BusyGasper to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter
Which types of defenses are typically circumvented by Volgmer methods?,<PATH>uses_attack_pattern<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Can you describe the detection strategies for the techniques used by the TEMP.Veles?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What information is available about the sources of OBAD behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter
How can organizations protect themselves from the effects of Modify System Image?,<PATH>mitigated_by</PATH>,single_hop_not_filter
How can one detect the techniques employed by the Deep Panda?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What defensive strategies are commonly circumvented by the techniques detected by the Instance Metadata?,<PATH>detects<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter
Can you explain the methods used to detect the ACAD/Medre.A and its techniques?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter
What has been the primary method used by the Cutting Edge?,<PATH>uses_attack_pattern</PATH>,single_hop_not_filter
What is the target architecture of the framework employed by the HAPPYWORK?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
Which operating systems are vulnerable to the software used by the Kivars?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What is the primary operating system targeted by the framework used in the Nebulae?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the target platforms of the software used by the BackConfig?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter
What are the key elements of a defense strategy against Obfuscated Files or Information?,<PATH>mitigated_by</PATH>,single_hop_not_filter
What is the target infrastructure of the Malicious or Vulnerable Built-in Device Functionality?,<PATH>targets</PATH>,single_hop_not_filter
